dim1,dim2,word
-0.025554152,0.010075462,quality
-0.026053494,0.0047685727,design
0.048494317,0.030421797,obviously
-0.019856092,0.007001272,operation
-0.021625344,0.008158066,plans
-0.0044271075,0.019205712,shot
-0.010294419,-0.0029083847,seven
-0.027061863,0.009834864,choice
-0.02394795,0.011922198,poor
-0.024126004,0.0074625625,staff
-0.02570759,0.012258913,function
-0.028115408,0.010428342,figures
-0.021821203,0.0068897614,parts
0.0059953122,-0.11394187,stay
0.0106313955,0.0019320861,saying
0.007149505,-0.114107236,include
0.04957144,0.032081917,born
-0.030285629,0.009920898,pattern
-0.013831324,0.0005765678,cars
0.014696184,-0.0009726669,whatever
-0.030049285,0.010475371,sun
-0.01849432,0.004152577,faith
-0.028126491,0.008449346,pool
-0.030762242,0.011775508,hospital
-0.031392056,0.0138262585,corps
0.03974231,-0.051604446,wish
-0.025947742,-0.0006952077,lack
0.04070988,0.028776618,completely
-0.021990009,0.010133223,heavy
0.034544524,0.024329983,waiting
0.006211335,-0.11553863,speak
-0.0294369,0.010322059,ball
-0.028507419,0.011119832,standard
-0.032759212,0.0124381045,extent
8.0090336e-05,-0.094442144,visit
-0.028501285,0.006939502,democratic
-0.025524434,0.011796367,firm
-0.024067251,0.0069238045,income
0.040780067,0.02520944,ahead
-0.024637813,0.011925305,deep
-0.024164524,0.008451472,language
-0.029566273,0.0100502325,principle
0.050727963,0.023400718,none
-0.02823027,0.009339327,price
0.04978235,0.031377014,designed
0.054467965,0.022446284,indicated
-0.022988468,0.0072652902,analysis
-0.030389339,0.012743776,distance
0.012974825,-0.108496614,expect
0.049411118,0.027650878,established
-0.025005978,0.0083164945,products
-0.03200242,0.0123575,effects
-0.01746978,0.012584032,growing
-0.02793508,0.0091020055,importance
0.006365732,-0.11384592,continue
0.006686892,-0.11306275,serve
0.0053230254,-0.114599854,determine
-0.027400838,0.009463894,cities
-0.031448886,0.011904565,elements
-0.02590645,0.0076883934,negro
-0.03270542,0.012754575,leaders
-0.03260036,0.013071994,division
-0.013655117,0.016456524,pretty
0.04746364,0.03196641,easily
-0.021191003,0.004762372,existence
-0.030069623,0.009338241,attitude
-0.019634381,0.0007265812,stress
-0.032558173,0.012249273,afternoon
-0.0021785414,0.018217668,limited
0.051824365,0.024725668,hardly
-0.028954452,0.009468835,agreement
-0.029070674,0.011424508,factors
-0.029512482,0.0092724385,scene
0.060447097,0.0017132686,remained
0.028851708,0.010504583,closed
0.0071836985,-0.11294797,write
0.050142534,0.029800562,applied
-0.009749133,-0.0016563279,health
0.042734265,0.024446463,married
0.058306795,0.0082634585,suggested
-0.005620514,-0.071095385,attack
-0.0075901123,-0.0038828286,rhode
0.045969114,0.029793203,interested
-0.033108465,0.013151534,station
-0.012889824,0.007891857,professional
-0.0109146135,-0.052457497,drive
-0.032833073,0.011725166,season
0.006272327,-0.11338302,reach
0.005126945,0.012357905,b
0.037073027,0.013985976,despite
-0.026197996,0.0075565847,current
0.057511806,0.009713526,spent
-0.007923361,-0.0013987962,eight
0.046001136,0.027866745,covered
-0.030184627,0.011359216,role
0.057766706,0.0016962123,played
0.054519102,0.008574753,becomes
-0.010003063,-0.059889354,date
-0.033374276,0.012940116,council
-0.027743496,0.009085372,race
-0.027960347,0.012780098,unit
-0.03004016,0.010006638,commission
-0.029148765,0.009582978,original
-0.029570667,0.009883397,mouth
-0.030579362,0.011296856,reasons
-0.0136387125,0.0039901007,studies
0.038515985,0.021650594,exactly
-0.030707464,0.0104917735,machine
0.0521758,0.025921945,built
